Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
Humor Hub,Episode 23,119.69,Comedy,23.13,Wednesday,Afternoon,47.97,1,Positive,106.6395615
Fashion Forward,Episode 58,104.06,Lifestyle,77.31,Wednesday,Evening,89.69,3,Negative,54.92142061
Crime Chronicles,Episode 86,28.42,True Crime,49.43,Wednesday,Afternoon,27.85,1,Neutral,
Gadget Geek,Episode 21,89.8,Technology,87.19,Wednesday,Morning,8.07,1,Neutral,89.8
Sound Waves,Episode 20,,Music,58.98,Wednesday,Night,79.59,3,Positive,21.9619935
Fitness First,Episode 48,58.47,Health,25.77,Wednesday,Night,4.89,1,Negative,47.4315567
Money Matters,Episode 34,55.06,Business,88.4,Wednesday,Evening,,2,Positive,38.43345691
Fitness First,Episode 2,91.31,Health,59.91,Wednesday,Evening,29.59,2,Negative,60.48482347
Style Guide,Episode 92,109.83,Lifestyle,37.63,Wednesday,Morning,84.66,3,Neutral,90.43487009
Criminal Minds,Episode 57,31.31,True Crime,52.7,Wednesday,Morning,48.57,2,Negative,31.31
Sport Spot,Episode 49,82.64,Sports,98.34,Wednesday,Evening,91.59,1,Positive,61.47951006
Fitness First,Episode 15,15.71,Health,72.45,Wednesday,Afternoon,68.8,0,Positive,13.4672957
Money Matters,Episode 100,73.43,Business,57.49,Wednesday,Night,47.3,1,Positive,53.9895652
Home & Living,Episode 80,103.98,Lifestyle,38.68,Wednesday,Afternoon,93.11,3,Neutral,63.86192073
Humor Hub,Episode 1,17.17,Comedy,58.67,Wednesday,Evening,42.45,2,Neutral,3.946614377
Innovators,Episode 98,,Technology,73.25,Wednesday,Afternoon,93.02,0,Negative,51.55545586
Sport Spot,Episode 72,87.08,Sports,54.98,Wednesday,Evening,71.35,3,Neutral,59.11381894
Joke Junction,Episode 100,,Comedy,23.81,Wednesday,Morning,8.05,0,Negative,24.77183151
Daily Digest,Episode 88,21.69,News,96.18,Wednesday,Night,29.35,2,Positive,12.97405303
Business Insights,Episode 66,41.45,Business,57.39,Wednesday,Night,32.85,3,Negative,34.17621685
Fitness First,Episode 1,93.97,Health,95.12,Wednesday,Afternoon,12.22,0,Negative,51.78823614
Fashion Forward,Episode 34,110.76,Lifestyle,47.07,Wednesday,Night,47.22,0,Neutral,91.53401052
Detective Diaries,Episode 18,79.96,True Crime,26.7,Wednesday,Night,8.47,2,Negative,62.06156458
Business Briefs,Episode 24,95.78,Business,66.0,Wednesday,Afternoon,87.98,2,Negative,72.12776999
Mind & Body,Episode 47,13.08,Health,82.44,Wednesday,Afternoon,22.42,2,Negative,6.555481074
Healthy Living,Episode 97,8.02,Health,54.57,Wednesday,Night,37.03,2,Negative,0.0
Melody Mix,Episode 43,66.49,Music,47.15,Wednesday,Evening,,0,Positive,49.8295521
Study Sessions,Episode 25,71.72,Education,83.75,Wednesday,Morning,,3,Neutral,41.85958022
Comedy Corner,Episode 74,21.46,Comedy,60.38,Wednesday,Morning,95.91,3,Negative,17.68054515
Athlete's Arena,Episode 77,47.56,Sports,99.73,Wednesday,Afternoon,50.75,1,Neutral,26.60520614
Study Sessions,Episode 65,31.17,Education,73.66,Wednesday,Afternoon,19.92,2,Negative,22.75061727
Athlete's Arena,Episode 2,12.49,Sports,74.62,Wednesday,Night,32.01,2,Negative,11.89424436
Gadget Geek,Episode 7,92.81,Technology,37.93,Wednesday,Night,75.4,2,Negative,47.8308747
Tech Talks,Episode 41,14.52,Technology,22.42,Wednesday,Morning,70.12,3,Neutral,10.57349321
News Roundup,Episode 67,57.05,News,28.05,Wednesday,Night,26.46,0,Negative,56.61855106
Melody Mix,Episode 17,104.71,Music,26.4,Wednesday,Morning,98.21,1,Positive,81.34926731
Style Guide,Episode 2,,Lifestyle,81.25,Wednesday,Evening,55.88,3,Positive,23.19628239
Daily Digest,Episode 5,94.73,News,59.35,Wednesday,Morning,88.98,3,Negative,46.31544548
Sports Central,Episode 27,17.48,Sports,20.03,Wednesday,Afternoon,72.86,2,Neutral,9.32626564
Music Matters,Episode 1,11.5,Music,36.2,Wednesday,Morning,65.56,1,Neutral,9.957290639
Sport Spot,Episode 8,44.17,Sports,24.49,Wednesday,Evening,16.36,3,Negative,27.70519609
Study Sessions,Episode 96,48.89,Education,32.47,Wednesday,Night,58.78,0,Neutral,32.57397402
Money Matters,Episode 90,46.24,Business,58.01,Wednesday,Afternoon,16.35,1,Positive,31.5345507
Business Insights,Episode 5,24.07,Business,76.83,Wednesday,Afternoon,97.73,3,Negative,24.07
Wellness Wave,Episode 75,55.11,Health,87.29,Wednesday,Afternoon,96.26,0,Positive,55.11
Sports Central,Episode 61,25.12,Sports,44.7,Wednesday,Evening,,1,Negative,8.316145327
Brain Boost,Episode 21,78.29,Education,61.36,Wednesday,Night,87.91,0,Positive,43.18215619
Music Matters,Episode 72,74.73,Music,59.36,Wednesday,Night,34.96,2,Negative,33.29674055
News Roundup,Episode 51,19.81,News,96.51,Wednesday,Morning,29.45,1,Neutral,17.57382415
Educational Nuggets,Episode 85,108.42,Education,48.39,Wednesday,Morning,,3,Neutral,69.27291592
Comedy Corner,Episode 51,37.17,Comedy,77.16,Wednesday,Afternoon,59.95,3,Neutral,33.67831596
Sport Spot,Episode 25,70.05,Sports,89.98,Wednesday,Evening,27.32,0,Neutral,50.72888383
Athlete's Arena,Episode 66,101.15,Sports,50.01,Wednesday,Evening,,3,Neutral,
Athlete's Arena,Episode 11,47.35,Sports,87.17,Wednesday,Afternoon,61.48,3,Positive,37.73974951
Business Insights,Episode 64,73.75,Business,68.94,Wednesday,Morning,77.47,1,Neutral,53.58399158
Daily Digest,Episode 100,63.85,News,38.37,Wednesday,Afternoon,4.02,3,Positive,25.41135732
Mystery Matters,Episode 86,23.96,True Crime,59.04,Wednesday,Night,1.09,1,Negative,20.37043435
World Watch,Episode 16,15.43,News,53.68,Wednesday,Evening,95.59,1,Neutral,15.43
Crime Chronicles,Episode 79,54.45,True Crime,68.73,Wednesday,Evening,0.15,3,Negative,25.83336154
Music Matters,Episode 89,95.75,Music,72.25,Wednesday,Night,88.42,1,Neutral,72.3214319
Crime Chronicles,Episode 15,44.48,True Crime,38.68,Wednesday,Morning,21.64,3,Positive,21.76727997
Funny Folks,Episode 66,5.64,Comedy,78.6,Wednesday,Morning,44.63,0,Positive,4.708268391
Global News,Episode 93,37.51,News,42.05,Wednesday,Night,72.0,2,Neutral,22.34113795
Humor Hub,Episode 29,64.66,Comedy,84.53,Wednesday,Morning,19.56,0,Neutral,64.66
Melody Mix,Episode 84,105.12,Music,63.94,Wednesday,Night,49.6,0,Positive,84.53683956
Game Day,Episode 27,38.54,Sports,45.93,Wednesday,Afternoon,30.94,0,Positive,12.66526996
Comedy Corner,Episode 35,85.67,Comedy,70.03,Wednesday,Night,58.49,0,Positive,66.85308163
World Watch,Episode 15,16.72,News,56.5,Wednesday,Night,,1,Neutral,16.72
Fashion Forward,Episode 58,36.56,Lifestyle,31.04,Wednesday,Night,97.5,2,Positive,25.79235811
Daily Digest,Episode 44,65.51,News,65.31,Wednesday,Evening,95.78,0,Positive,
Criminal Minds,Episode 47,94.04,True Crime,93.64,Wednesday,Afternoon,84.85,1,Negative,84.69449438
Music Matters,Episode 30,84.11,Music,54.57,Wednesday,Morning,,2,Negative,78.86403627
Mystery Matters,Episode 90,117.49,True Crime,84.49,Wednesday,Morning,69.17,3,Neutral,65.27161328
Style Guide,Episode 83,78.85,Lifestyle,26.97,Wednesday,Evening,50.97,2,Positive,57.69107833
Fashion Forward,Episode 1,18.16,Lifestyle,23.04,Wednesday,Evening,45.75,0,Positive,17.57057787
Comedy Corner,Episode 92,40.24,Comedy,84.1,Wednesday,Morning,32.53,1,Neutral,
Finance Focus,Episode 65,68.2,Business,93.67,Wednesday,Morning,13.1,3,Positive,
Educational Nuggets,Episode 49,101.97,Education,64.87,Wednesday,Morning,89.48,2,Neutral,80.34238763
Tech Talks,Episode 4,26.0,Technology,57.78,Wednesday,Morning,5.59,2,Negative,17.00400913
Sport Spot,Episode 3,72.79,Sports,93.09,Wednesday,Morning,,1,Negative,58.39319536
Fitness First,Episode 73,59.15,Health,43.29,Wednesday,Evening,85.98,1,Positive,48.60538324
Global News,Episode 86,65.12,News,55.51,Wednesday,Evening,66.19,0,Positive,56.35408152
Study Sessions,Episode 2,87.7,Education,46.27,Wednesday,Night,42.63,3,Negative,33.70912379
Business Insights,Episode 25,83.23,Business,64.54,Wednesday,Night,63.45,1,Neutral,49.13425937
Finance Focus,Episode 13,,Business,27.5,Wednesday,Evening,66.88,3,Neutral,36.37295854
Health Hour,Episode 97,33.45,Health,94.72,Wednesday,Afternoon,60.01,2,Neutral,20.13109498
Current Affairs,Episode 28,20.12,News,47.67,Wednesday,Morning,17.2,3,Positive,20.12
Style Guide,Episode 89,37.52,Lifestyle,89.13,Wednesday,Afternoon,,2,Positive,30.5511856
Melody Mix,Episode 75,117.76,Music,26.75,Wednesday,Evening,41.29,3,Neutral,64.24174039
Sports Central,Episode 68,8.5,Sports,47.51,Wednesday,Afternoon,94.98,2,Positive,5.716369407
Comedy Corner,Episode 45,65.29,Comedy,57.93,Wednesday,Afternoon,,0,Positive,
Educational Nuggets,Episode 44,61.19,Education,48.09,Wednesday,Evening,19.82,2,Positive,58.95801795
Mind & Body,Episode 47,113.29,Health,74.49,Wednesday,Night,19.88,3,Positive,79.38975737
Home & Living,Episode 12,74.71,Lifestyle,61.03,Wednesday,Afternoon,0.91,3,Negative,67.55951804
True Crime Stories,Episode 93,58.98,True Crime,75.8,Wednesday,Afternoon,,1,Neutral,
Gadget Geek,Episode 70,66.35,Technology,74.33,Wednesday,Evening,44.93,1,Positive,63.61158133
Lifestyle Lounge,Episode 11,87.89,Lifestyle,64.21,Wednesday,Evening,,0,Neutral,68.99712518
News Roundup,Episode 10,107.9,News,30.98,Wednesday,Morning,87.33,0,Neutral,80.21049857
Tech Trends,Episode 97,28.65,Technology,84.98,Wednesday,Evening,23.9,1,Positive,28.65
True Crime Stories,Episode 47,29.36,True Crime,31.95,Wednesday,Afternoon,91.17,3,Neutral,19.7996811
News Roundup,Episode 94,54.11,News,51.49,Wednesday,Morning,8.35,3,Positive,44.39035844
Crime Chronicles,Episode 53,113.73,True Crime,65.42,Wednesday,Evening,17.81,2,Negative,72.66470672
Money Matters,Episode 99,102.97,Business,35.16,Wednesday,Night,87.43,2,Negative,51.90827937
Joke Junction,Episode 81,112.68,Comedy,34.42,Wednesday,Night,,1,Neutral,46.80644949
Detective Diaries,Episode 81,59.21,True Crime,47.66,Wednesday,Afternoon,63.0,2,Negative,55.5483234
Criminal Minds,Episode 87,,True Crime,52.29,Wednesday,Night,17.85,3,Negative,34.42470986
Sound Waves,Episode 33,44.53,Music,85.75,Wednesday,Evening,62.37,3,Positive,40.73088622
Educational Nuggets,Episode 90,107.0,Education,45.92,Wednesday,Night,41.51,0,Neutral,55.61243312
Mystery Matters,Episode 96,111.55,True Crime,77.18,Wednesday,Night,55.77,2,Positive,55.15785109
Detective Diaries,Episode 61,53.95,True Crime,88.68,Wednesday,Morning,69.34,1,Negative,
Fitness First,Episode 82,103.14,Health,62.57,Wednesday,Afternoon,34.46,2,Positive,63.6645582
Educational Nuggets,Episode 98,13.07,Education,40.72,Wednesday,Morning,83.76,1,Positive,4.603739775
Mystery Matters,Episode 51,118.56,True Crime,78.36,Wednesday,Morning,,2,Neutral,79.97516329
World Watch,Episode 29,90.24,News,71.3,Wednesday,Evening,,1,Negative,
News Roundup,Episode 84,9.81,News,35.47,Wednesday,Morning,92.02,3,Neutral,8.263968678
Sport Spot,Episode 66,37.99,Sports,53.62,Wednesday,Evening,71.96,1,Negative,16.21321744
Daily Digest,Episode 22,,News,48.23,Wednesday,Evening,96.84,0,Negative,30.1843921
Home & Living,Episode 23,56.87,Lifestyle,65.46,Wednesday,Night,5.4,0,Positive,35.63285246
Melody Mix,Episode 67,95.46,Music,72.17,Wednesday,Morning,59.48,1,Neutral,57.73489279
Tech Trends,Episode 86,77.84,Technology,24.07,Wednesday,Afternoon,10.16,2,Neutral,70.21092346
Sound Waves,Episode 49,94.18,Music,37.34,Wednesday,Morning,48.37,0,Negative,92.13255691
Comedy Corner,Episode 29,24.87,Comedy,25.66,Wednesday,Morning,61.17,2,Neutral,19.57462364
Finance Focus,Episode 50,11.43,Business,57.5,Wednesday,Evening,44.78,1,Positive,4.477759457
Mind & Body,Episode 53,49.96,Health,34.72,Wednesday,Night,21.57,2,Negative,22.17637175
Music Matters,Episode 34,23.38,Music,84.32,Wednesday,Evening,9.67,3,Positive,23.38
Business Briefs,Episode 89,54.17,Business,58.77,Wednesday,Night,,2,Neutral,23.43754365
Market Masters,Episode 5,87.62,Business,51.46,Wednesday,Night,,2,Negative,65.95251532
Style Guide,Episode 70,59.41,Lifestyle,51.39,Wednesday,Evening,36.87,1,Neutral,48.98561757
Sport Spot,Episode 27,46.44,Sports,62.35,Wednesday,Evening,,3,Positive,
Athlete's Arena,Episode 7,107.38,Sports,60.01,Wednesday,Evening,81.71,1,Positive,78.24004853
Comedy Corner,Episode 27,17.51,Comedy,94.65,Wednesday,Morning,12.53,3,Neutral,
Finance Focus,Episode 37,39.53,Business,24.35,Wednesday,Night,94.96,1,Positive,39.53
Sport Spot,Episode 37,102.18,Sports,68.51,Wednesday,Afternoon,76.51,2,Neutral,59.27902929
Business Briefs,Episode 42,102.51,Business,40.83,Wednesday,Night,73.87,1,Negative,86.34263827
Current Affairs,Episode 67,64.02,News,75.42,Wednesday,Morning,16.94,3,Negative,40.52767769
Money Matters,Episode 29,90.95,Business,95.57,Wednesday,Evening,90.16,2,Positive,72.34691435
Sound Waves,Episode 88,108.91,Music,92.57,Wednesday,Evening,13.39,1,Negative,81.8146398
Style Guide,Episode 67,99.99,Lifestyle,81.56,Wednesday,Evening,90.05,2,Negative,62.83474077
Laugh Line,Episode 82,33.65,Comedy,52.48,Wednesday,Morning,62.91,3,Positive,
Mystery Matters,Episode 8,17.89,True Crime,84.94,Wednesday,Morning,7.01,1,Negative,7.758349194
Comedy Corner,Episode 71,37.1,Comedy,89.94,Wednesday,Night,78.35,2,Neutral,37.1
Business Insights,Episode 40,,Business,25.9,Wednesday,Morning,87.01,1,Neutral,50.4692092
Sports Weekly,Episode 87,33.25,Sports,42.08,Wednesday,Evening,0.94,2,Neutral,
Sports Central,Episode 23,111.11,Sports,77.53,Wednesday,Evening,40.45,1,Positive,70.89649132
Gadget Geek,Episode 70,95.83,Technology,36.48,Wednesday,Evening,6.04,1,Neutral,59.85431301
Finance Focus,Episode 49,113.32,Business,64.02,Wednesday,Morning,,3,Negative,64.09471866
Tech Talks,Episode 67,71.65,Technology,86.92,Wednesday,Evening,,2,Positive,66.91614922
Sports Weekly,Episode 34,56.73,Sports,80.15,Wednesday,Afternoon,58.61,1,Neutral,50.56367023
Sports Central,Episode 27,65.9,Sports,88.01,Wednesday,Night,41.08,3,Negative,56.71133464
Educational Nuggets,Episode 90,117.34,Education,33.06,Wednesday,Night,17.76,3,Positive,68.30351379
Tech Talks,Episode 45,110.23,Technology,66.84,Wednesday,Night,37.58,1,Neutral,60.53262901
Current Affairs,Episode 97,46.67,News,40.18,Wednesday,Afternoon,,3,Neutral,26.64189411
Home & Living,Episode 28,63.74,Lifestyle,53.36,Wednesday,Afternoon,46.15,3,Neutral,31.86004818
Study Sessions,Episode 92,11.84,Education,42.99,Wednesday,Night,62.55,2,Neutral,1.245701833
Detective Diaries,Episode 70,69.52,True Crime,74.23,Wednesday,Evening,4.06,2,Negative,60.95960705
Music Matters,Episode 98,76.05,Music,47.26,Wednesday,Morning,16.8,0,Negative,56.09748755
Life Lessons,Episode 10,52.88,Lifestyle,61.2,Wednesday,Night,79.75,3,Neutral,
Melody Mix,Episode 15,77.31,Music,78.18,Wednesday,Night,,2,Positive,63.56096356
Home & Living,Episode 39,25.99,Lifestyle,94.51,Wednesday,Afternoon,41.95,0,Positive,14.01264682
Joke Junction,Episode 63,63.59,Comedy,29.32,Wednesday,Night,50.66,2,Neutral,53.05493209
Innovators,Episode 90,46.93,Technology,91.15,Wednesday,Afternoon,6.03,0,Positive,46.93
World Watch,Episode 51,,News,24.45,Wednesday,Evening,51.85,2,Negative,17.00483736
Humor Hub,Episode 16,,Comedy,85.29,Wednesday,Evening,24.93,2,Positive,
Crime Chronicles,Episode 62,114.85,True Crime,23.06,Wednesday,Evening,35.72,1,Negative,85.44104585
Current Affairs,Episode 99,27.28,News,30.16,Wednesday,Evening,10.15,2,Positive,5.610552414
Humor Hub,Episode 64,95.73,Comedy,44.91,Wednesday,Night,21.34,1,Positive,48.56839055
Fashion Forward,Episode 55,11.95,Lifestyle,32.52,Wednesday,Afternoon,24.47,0,Negative,11.95
Brain Boost,Episode 92,78.87,Education,38.12,Wednesday,Afternoon,55.36,2,Neutral,55.68517355
Global News,Episode 64,99.04,News,83.22,Wednesday,Evening,,3,Neutral,72.02744069
Tech Trends,Episode 33,60.98,Technology,86.67,Wednesday,Evening,37.27,3,Negative,37.50678048
Life Lessons,Episode 50,101.26,Lifestyle,94.28,Wednesday,Night,,1,Neutral,65.35481937
Tech Talks,Episode 48,66.41,Technology,67.67,Wednesday,Morning,27.22,1,Positive,62.60749517
Gadget Geek,Episode 5,105.02,Technology,57.47,Wednesday,Morning,99.59,2,Positive,92.01567981
Comedy Corner,Episode 14,11.25,Comedy,82.12,Wednesday,Afternoon,64.31,0,Positive,4.3083202
Current Affairs,Episode 49,64.91,News,71.02,Wednesday,Morning,44.16,3,Positive,60.11807424
Global News,Episode 52,102.52,News,23.91,Wednesday,Morning,90.77,0,Neutral,61.58794209
Life Lessons,Episode 61,110.13,Lifestyle,32.73,Wednesday,Night,33.35,3,Negative,87.14926075
Tech Trends,Episode 5,85.42,Technology,24.16,Wednesday,Night,79.46,2,Negative,42.77589942
Mystery Matters,Episode 33,86.42,True Crime,59.52,Wednesday,Morning,87.94,3,Negative,71.57419186
Home & Living,Episode 55,100.28,Lifestyle,35.51,Wednesday,Morning,57.32,1,Neutral,66.52365011
Fashion Forward,Episode 88,75.03,Lifestyle,55.93,Wednesday,Night,37.01,3,Positive,42.87393102
Mystery Matters,Episode 10,13.79,True Crime,20.5,Wednesday,Morning,74.64,0,Neutral,13.79
Fitness First,Episode 84,,Health,48.15,Wednesday,Afternoon,98.78,1,Neutral,
Business Briefs,Episode 72,85.81,Business,81.35,Wednesday,Night,24.2,1,Neutral,46.74735577
World Watch,Episode 86,40.7,News,41.78,Wednesday,Evening,,2,Negative,30.03078003
Wellness Wave,Episode 67,,Health,88.88,Wednesday,Afternoon,63.49,1,Negative,53.04552961
Comedy Corner,Episode 83,70.56,Comedy,51.95,Wednesday,Night,14.73,2,Neutral,43.14238844
Innovators,Episode 64,107.0,Technology,76.77,Wednesday,Morning,39.59,1,Negative,54.70744185
Gadget Geek,Episode 7,23.21,Technology,89.88,Wednesday,Evening,3.27,2,Positive,23.21
Sports Weekly,Episode 30,92.67,Sports,28.13,Wednesday,Afternoon,80.24,2,Negative,82.08784561
Life Lessons,Episode 17,10.73,Lifestyle,29.47,Wednesday,Night,78.7,0,Negative,10.73
Gadget Geek,Episode 95,94.73,Technology,47.5,Wednesday,Night,10.91,1,Neutral,89.13696404
Style Guide,Episode 91,25.91,Lifestyle,76.92,Wednesday,Afternoon,80.35,0,Positive,25.91
Melody Mix,Episode 85,20.27,Music,88.24,Wednesday,Night,81.93,0,Negative,9.880291091
Finance Focus,Episode 48,58.45,Business,29.39,Wednesday,Morning,86.13,3,Neutral,32.21208292
World Watch,Episode 57,24.9,News,78.95,Wednesday,Night,19.72,0,Positive,24.9
Comedy Corner,Episode 2,7.38,Comedy,89.61,Wednesday,Night,15.59,0,Negative,4.038292013
Mystery Matters,Episode 56,,True Crime,99.2,Wednesday,Night,52.08,3,Positive,40.36
World Watch,Episode 48,68.44,News,50.42,Wednesday,Evening,64.06,3,Negative,34.36822998
Lifestyle Lounge,Episode 60,24.3,Lifestyle,61.36,Wednesday,Night,73.6,2,Negative,5.914731301
Fitness First,Episode 25,54.63,Health,35.8,Wednesday,Night,88.8,0,Positive,53.97837143
Money Matters,Episode 18,,Business,67.38,Wednesday,Morning,37.29,1,Negative,40.31967881
Sports Central,Episode 25,11.9,Sports,54.08,Wednesday,Afternoon,52.12,2,Positive,9.056252979
Finance Focus,Episode 84,91.58,Business,66.02,Wednesday,Night,74.55,1,Positive,70.75338407
Healthy Living,Episode 49,83.39,Health,24.66,Wednesday,Afternoon,0.75,1,Negative,57.67837356
Comedy Corner,Episode 57,76.62,Comedy,81.54,Wednesday,Evening,59.24,1,Positive,75.19364859
Crime Chronicles,Episode 13,39.46,True Crime,84.79,Wednesday,Morning,30.26,1,Positive,36.14727457
Humor Hub,Episode 87,115.57,Comedy,78.58,Wednesday,Morning,19.56,3,Positive,106.589728
Comedy Corner,Episode 74,96.19,Comedy,83.67,Wednesday,Afternoon,57.3,0,Neutral,86.15637163
Comedy Corner,Episode 81,98.16,Comedy,48.93,Wednesday,Morning,15.32,2,Negative,84.53646396
Global News,Episode 16,47.33,News,61.16,Wednesday,Evening,,0,Neutral,44.58239459
Business Briefs,Episode 31,102.43,Business,99.58,Wednesday,Evening,7.4,2,Neutral,69.92218555
Athlete's Arena,Episode 47,106.36,Sports,48.0,Wednesday,Morning,29.23,3,Negative,53.10090268
Melody Mix,Episode 39,41.13,Music,59.62,Wednesday,Afternoon,57.77,3,Negative,25.48325961
Business Briefs,Episode 97,77.7,Business,78.21,Wednesday,Evening,,3,Positive,
Brain Boost,Episode 82,102.89,Education,80.07,Wednesday,Evening,95.85,3,Positive,82.93062754
Study Sessions,Episode 4,,Education,32.73,Wednesday,Evening,29.41,1,Positive,44.80535985
Comedy Corner,Episode 3,21.77,Comedy,95.04,Wednesday,Evening,76.76,3,Positive,11.39553064
Fitness First,Episode 71,28.8,Health,23.76,Wednesday,Afternoon,89.9,1,Negative,12.82218228
Criminal Minds,Episode 43,83.14,True Crime,53.95,Wednesday,Evening,63.31,0,Neutral,62.73782388
Wellness Wave,Episode 55,73.0,Health,59.57,Wednesday,Morning,24.47,2,Positive,55.77476706
Mind & Body,Episode 11,54.56,Health,41.95,Wednesday,Night,99.08,0,Positive,50.71085379
Sport Spot,Episode 32,88.15,Sports,61.54,Wednesday,Morning,25.04,0,Positive,
World Watch,Episode 63,18.88,News,56.65,Wednesday,Night,8.6,2,Positive,11.00909521
Health Hour,Episode 43,95.87,Health,68.16,Wednesday,Morning,46.85,3,Negative,71.58356486
Business Insights,Episode 60,35.65,Business,60.85,Wednesday,Evening,,3,Negative,23.46289353
Comedy Corner,Episode 61,13.87,Comedy,39.49,Wednesday,Night,36.4,3,Neutral,7.523921134
Health Hour,Episode 15,74.93,Health,92.98,Wednesday,Evening,17.37,2,Positive,53.46386618
Gadget Geek,Episode 59,105.06,Technology,88.22,Wednesday,Morning,17.13,2,Positive,105.06
Tech Talks,Episode 40,92.88,Technology,39.55,Wednesday,Evening,38.61,3,Positive,
Sport Spot,Episode 79,72.58,Sports,49.42,Wednesday,Afternoon,66.17,2,Positive,45.2636305
Current Affairs,Episode 66,101.44,News,76.53,Wednesday,Evening,51.1,0,Neutral,86.51976995
Detective Diaries,Episode 19,71.73,True Crime,34.49,Wednesday,Morning,61.34,1,Positive,33.35755345
Fashion Forward,Episode 42,113.91,Lifestyle,22.79,Wednesday,Night,33.48,1,Positive,69.29279037
Music Matters,Episode 66,60.51,Music,82.68,Wednesday,Evening,90.75,3,Positive,45.6445959
Game Day,Episode 55,109.11,Sports,90.39,Wednesday,Afternoon,98.7,3,Positive,105.7694487
Sports Central,Episode 50,74.48,Sports,46.94,Wednesday,Afternoon,0.69,1,Negative,44.88840207
Market Masters,Episode 89,59.43,Business,74.24,Wednesday,Afternoon,64.96,1,Positive,27.43326036
Fashion Forward,Episode 2,35.7,Lifestyle,53.37,Wednesday,Evening,3.29,0,Neutral,12.7324113
Comedy Corner,Episode 94,54.04,Comedy,51.3,Wednesday,Night,11.48,3,Negative,42.32281816
Sport Spot,Episode 90,66.67,Sports,31.76,Wednesday,Evening,11.43,1,Negative,
Brain Boost,Episode 10,58.23,Education,59.86,Wednesday,Morning,62.2,2,Neutral,34.37445181
World Watch,Episode 85,113.99,News,29.74,Wednesday,Evening,34.18,0,Positive,
Joke Junction,Episode 49,13.33,Comedy,25.55,Wednesday,Night,20.1,0,Neutral,5.940531171
Game Day,Episode 57,40.79,Sports,31.27,Wednesday,Night,87.1,0,Neutral,39.22594317
Sports Weekly,Episode 83,98.06,Sports,80.79,Wednesday,Night,79.82,3,Negative,
Tech Talks,Episode 14,28.94,Technology,39.85,Wednesday,Afternoon,66.19,0,Neutral,18.51403142
Humor Hub,Episode 96,,Comedy,82.43,Wednesday,Night,14.47,2,Positive,
Tech Talks,Episode 56,,Technology,73.95,Wednesday,Morning,,0,Negative,78.36705452
Athlete's Arena,Episode 56,114.6,Sports,32.64,Wednesday,Morning,34.04,1,Positive,113.9763057
Joke Junction,Episode 27,58.28,Comedy,23.82,Wednesday,Morning,21.64,1,Negative,44.31234837
Money Matters,Episode 52,33.41,Business,73.38,Wednesday,Evening,19.47,2,Positive,23.65194183
Business Insights,Episode 66,119.89,Business,38.67,Wednesday,Morning,95.77,1,Negative,83.56778264
Mind & Body,Episode 26,,Health,71.44,Wednesday,Morning,85.67,1,Neutral,54.88
Criminal Minds,Episode 33,88.52,True Crime,31.28,Wednesday,Evening,37.11,1,Negative,88.52
Sound Waves,Episode 32,,Music,87.06,Wednesday,Afternoon,62.64,1,Neutral,94.96045567
Global News,Episode 3,32.12,News,36.78,Wednesday,Night,82.19,2,Positive,28.60883172
Innovators,Episode 62,27.86,Technology,78.47,Wednesday,Night,68.67,2,Positive,23.9194562
Healthy Living,Episode 17,101.93,Health,97.39,Wednesday,Afternoon,91.42,1,Neutral,76.77067493
Tech Trends,Episode 86,110.05,Technology,74.64,Wednesday,Morning,,3,Negative,76.21890397
Mystery Matters,Episode 60,56.07,True Crime,62.06,Wednesday,Morning,95.99,0,Positive,26.40849913
Gadget Geek,Episode 68,78.32,Technology,98.0,Wednesday,Afternoon,0.27,2,Negative,43.28046159
Detective Diaries,Episode 4,97.31,True Crime,54.92,Wednesday,Afternoon,70.39,3,Positive,49.95849247
Criminal Minds,Episode 56,,True Crime,35.59,Wednesday,Afternoon,34.16,3,Positive,60.70274484
Game Day,Episode 75,76.97,Sports,24.32,Wednesday,Night,65.46,1,Positive,58.3118764
Study Sessions,Episode 50,,Education,70.62,Wednesday,Afternoon,62.83,2,Positive,89.47481766
Tech Trends,Episode 99,109.51,Technology,50.4,Wednesday,Morning,48.4,0,Positive,87.3068454
Lifestyle Lounge,Episode 74,51.81,Lifestyle,28.98,Wednesday,Night,61.37,2,Positive,25.88275505
Detective Diaries,Episode 94,75.83,True Crime,89.44,Wednesday,Evening,,3,Neutral,69.80130882
News Roundup,Episode 24,40.15,News,75.97,Wednesday,Morning,1.73,1,Positive,22.37594002
Gadget Geek,Episode 69,53.01,Technology,27.65,Wednesday,Night,95.42,0,Negative,44.04296078
News Roundup,Episode 64,19.04,News,31.69,Wednesday,Evening,27.97,3,Positive,19.04
Game Day,Episode 54,45.65,Sports,50.3,Wednesday,Evening,24.36,2,Positive,44.09439954
Business Briefs,Episode 19,18.92,Business,35.33,Wednesday,Morning,53.52,2,Neutral,
Sports Central,Episode 13,27.89,Sports,51.88,Wednesday,Evening,28.86,3,Positive,13.64618549
Educational Nuggets,Episode 83,22.69,Education,60.67,Wednesday,Afternoon,60.47,0,Negative,3.723189889
